2017-06-19 09:54:32,733 [Worker-2] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Collecting project info '/pom.xml' /home/bridgeit/Vinay/WorkSpace/Authentication/Authentication/pom.xml
2017-06-19 18:11:45,961 [Worker-219] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-06-19 18:11:45,962 [Worker-219] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:11:45,963 [Worker-219] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/bridgeit/Vinay/WorkSpace/Authentication/Authentication/src/test/resources
2017-06-19 18:12:18,264 [Worker-219] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: authentication:Authentication:0.0.1-SNAPSHOT @ /home/bridgeit/Vinay/WorkSpace/Authentication/Authentication/pom.xml.
2017-06-19 18:12:18,496 [Worker-219] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:12:18,497 [Worker-219] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-06-19 18:12:18,499 [Worker-219] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:12:18,499 [Worker-219] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/bridgeit/Vinay/WorkSpace/Authentication/Authentication/src/test/resources
2017-06-19 18:12:18,499 [Worker-219] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Changed resources require a complete clean of filtered resources of Authentication
2017-06-19 18:12:18,499 [Worker-219] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Executing resource filtering for Authentication
2017-06-19 18:12:18,501 [Worker-219] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:12:23,274 [Worker-211] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:12:23,275 [Worker-211] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-06-19 18:12:23,277 [Worker-211] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:12:23,278 [Worker-211] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/bridgeit/Vinay/WorkSpace/Authentication/Authentication/src/test/resources
2017-06-19 18:12:36,801 [Worker-222] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:12:36,802 [Worker-222] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-06-19 18:12:36,802 [Worker-222] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:12:36,802 [Worker-222] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/bridgeit/Vinay/WorkSpace/Authentication/Authentication/src/test/resources
2017-06-19 18:13:21,274 [Worker-211] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:13:21,275 [Worker-211] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-06-19 18:13:21,275 [Worker-211] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:13:21,275 [Worker-211] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/bridgeit/Vinay/WorkSpace/Authentication/Authentication/src/test/resources
2017-06-19 18:13:25,149 [Worker-219] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:13:25,149 [Worker-219] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-06-19 18:13:25,150 [Worker-219] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:13:25,150 [Worker-219] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/bridgeit/Vinay/WorkSpace/Authentication/Authentication/src/test/resources
2017-06-19 18:30:04,592 [Worker-226] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:30:04,593 [Worker-226] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-06-19 18:30:04,593 [Worker-226] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:30:04,594 [Worker-226] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/bridgeit/Vinay/WorkSpace/Authentication/Authentication/src/test/resources
2017-06-19 18:30:13,182 [Worker-227] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:30:13,183 [Worker-227] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-06-19 18:30:13,184 [Worker-227] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:30:13,184 [Worker-227] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/bridgeit/Vinay/WorkSpace/Authentication/Authentication/src/test/resources
2017-06-19 18:32:07,716 [Worker-228] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:32:07,717 [Worker-228] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-06-19 18:32:07,717 [Worker-228] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:32:07,718 [Worker-228] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/bridgeit/Vinay/WorkSpace/Authentication/Authentication/src/test/resources
2017-06-19 18:32:15,584 [Worker-230] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:32:15,584 [Worker-230] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-06-19 18:32:15,585 [Worker-230] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:32:15,585 [Worker-230] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/bridgeit/Vinay/WorkSpace/Authentication/Authentication/src/test/resources
2017-06-19 18:36:16,041 [Worker-234] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: authentication:Authentication:0.0.1-SNAPSHOT @ /home/bridgeit/Vinay/WorkSpace/Authentication/Authentication/pom.xml.
2017-06-19 18:36:16,370 [Worker-234] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:36:16,372 [Worker-234] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-06-19 18:36:16,374 [Worker-234] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:36:16,374 [Worker-234] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/bridgeit/Vinay/WorkSpace/Authentication/Authentication/src/test/resources
2017-06-19 18:36:16,374 [Worker-234] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Changed resources require a complete clean of filtered resources of Authentication
2017-06-19 18:36:16,374 [Worker-234] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Executing resource filtering for Authentication
2017-06-19 18:36:16,381 [Worker-234] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:36:20,839 [Worker-235] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:36:20,840 [Worker-235] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2017-06-19 18:36:20,845 [Worker-235] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:36:20,846 [Worker-235] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/bridgeit/Vinay/WorkSpace/Authentication/Authentication/src/test/resources
2017-06-19 18:38:50,057 [Worker-237] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:38:50,058 [Worker-237] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-06-19 18:38:50,058 [Worker-237] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:38:50,058 [Worker-237] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/bridgeit/Vinay/WorkSpace/Authentication/Authentication/src/test/resources
2017-06-19 18:38:55,655 [Worker-235] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:38:55,655 [Worker-235] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-06-19 18:38:55,656 [Worker-235] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:38:55,656 [Worker-235] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/bridgeit/Vinay/WorkSpace/Authentication/Authentication/src/test/resources
2017-06-19 18:43:41,257 [Worker-240] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:43:41,257 [Worker-240] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2017-06-19 18:43:41,258 [Worker-240] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:43:41,259 [Worker-240] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/bridgeit/Vinay/WorkSpace/Authentication/Authentication/src/test/resources
2017-06-19 18:43:45,671 [Worker-236] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:43:45,672 [Worker-236] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-06-19 18:43:45,672 [Worker-236] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:43:45,672 [Worker-236] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/bridgeit/Vinay/WorkSpace/Authentication/Authentication/src/test/resources
2017-06-19 18:45:33,940 [Worker-237] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: authentication:Authentication:0.0.1-SNAPSHOT @ /home/bridgeit/Vinay/WorkSpace/Authentication/Authentication/pom.xml.
2017-06-19 18:45:34,170 [Worker-237] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:45:34,172 [Worker-237] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-06-19 18:45:34,173 [Worker-237] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:45:34,173 [Worker-237] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/bridgeit/Vinay/WorkSpace/Authentication/Authentication/src/test/resources
2017-06-19 18:45:34,173 [Worker-237] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Changed resources require a complete clean of filtered resources of Authentication
2017-06-19 18:45:34,173 [Worker-237] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Executing resource filtering for Authentication
2017-06-19 18:45:34,175 [Worker-237] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:45:52,915 [Worker-239] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update started
2017-06-19 18:45:53,147 [Worker-239] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: authentication:Authentication:0.0.1-SNAPSHOT @ /home/bridgeit/Vinay/WorkSpace/Authentication/Authentication/pom.xml.
2017-06-19 18:45:53,410 [Worker-239] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /Authentication/src/main/java
2017-06-19 18:45:53,410 [Worker-239] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /Authentication/src/main/resources
2017-06-19 18:45:53,411 [Worker-239] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /Authentication/src/test/java
2017-06-19 18:45:55,659 [Worker-239] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Cleaning filtered folder for Authentication
2017-06-19 18:45:55,660 [Worker-239] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update completed: 2 sec
2017-06-19 18:45:55,957 [Worker-242] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:45:55,960 [Worker-242] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2017-06-19 18:45:55,967 [Worker-242] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:45:55,967 [Worker-242] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/bridgeit/Vinay/WorkSpace/Authentication/Authentication/src/test/resources
2017-06-19 18:45:55,967 [Worker-242] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Changed resources require a complete clean of filtered resources of Authentication
2017-06-19 18:45:55,968 [Worker-242] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Executing resource filtering for Authentication
2017-06-19 18:45:55,970 [Worker-242] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:46:40,887 [Worker-237] INFO  o.e.m.i.launch.MavenLaunchDelegate - /home/bridgeit/Vinay/WorkSpace/Authentication/Authentication
2017-06-19 18:46:40,887 [Worker-237] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn -B clean
2017-06-19 18:46:42,206 [Worker-236] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:46:42,208 [Worker-236] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2017-06-19 18:46:42,208 [Worker-236] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:46:42,208 [Worker-236] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/bridgeit/Vinay/WorkSpace/Authentication/Authentication/src/test/resources
2017-06-19 18:46:42,209 [Worker-236] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Changed resources require a complete clean of filtered resources of Authentication
2017-06-19 18:46:42,209 [Worker-236] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Executing resource filtering for Authentication
2017-06-19 18:46:42,211 [Worker-236] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:46:54,655 [main] INFO  o.e.m2e.actions.ExecutePomAction - Creating new launch configuration
2017-06-19 18:47:09,986 [Worker-241] INFO  o.e.m.i.launch.MavenLaunchDelegate - /home/bridgeit/Vinay/WorkSpace/Authentication/Authentication
2017-06-19 18:47:09,986 [Worker-241] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn -B install
2017-06-19 18:47:12,140 [Worker-244] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:47:12,140 [Worker-244] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2017-06-19 18:47:12,141 [Worker-244] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:47:12,141 [Worker-244] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/bridgeit/Vinay/WorkSpace/Authentication/Authentication/src/test/resources
2017-06-19 18:47:31,238 [Worker-241] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:47:31,239 [Worker-241] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-06-19 18:47:31,239 [Worker-241] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:47:31,239 [Worker-241] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/bridgeit/Vinay/WorkSpace/Authentication/Authentication/src/test/resources
2017-06-19 18:47:43,798 [Worker-243] INFO  o.e.m.i.launch.MavenLaunchDelegate - /home/bridgeit/Vinay/WorkSpace/Authentication/Authentication
2017-06-19 18:47:43,798 [Worker-243] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn -B clean
2017-06-19 18:47:45,081 [Worker-241] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:47:45,082 [Worker-241] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2017-06-19 18:47:45,083 [Worker-241] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:47:45,083 [Worker-241] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/bridgeit/Vinay/WorkSpace/Authentication/Authentication/src/test/resources
2017-06-19 18:47:45,083 [Worker-241] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Changed resources require a complete clean of filtered resources of Authentication
2017-06-19 18:47:45,083 [Worker-241] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Executing resource filtering for Authentication
2017-06-19 18:47:45,087 [Worker-241] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:47:56,123 [Worker-236] INFO  o.e.m.i.launch.MavenLaunchDelegate - /home/bridgeit/Vinay/WorkSpace/Authentication/Authentication
2017-06-19 18:47:56,123 [Worker-236] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn -B clean
2017-06-19 18:48:02,005 [Worker-236] INFO  o.e.m.i.launch.MavenLaunchDelegate - /home/bridgeit/Vinay/WorkSpace/Authentication/Authentication
2017-06-19 18:48:02,006 [Worker-236] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn -B install
2017-06-19 18:48:04,933 [Worker-235] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:48:04,934 [Worker-235] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2017-06-19 18:48:04,934 [Worker-235] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:48:04,935 [Worker-235] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/bridgeit/Vinay/WorkSpace/Authentication/Authentication/src/test/resources
2017-06-19 18:48:04,935 [Worker-235] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Changed resources require a complete clean of filtered resources of Authentication
2017-06-19 18:48:04,935 [Worker-235] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Executing resource filtering for Authentication
2017-06-19 18:48:04,938 [Worker-235] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:49:57,560 [Worker-242] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:49:57,561 [Worker-242] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-06-19 18:49:57,561 [Worker-242] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:49:57,562 [Worker-242] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/bridgeit/Vinay/WorkSpace/Authentication/Authentication/src/test/resources
2017-06-19 18:53:21,495 [Worker-243] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:53:21,496 [Worker-243] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2017-06-19 18:53:21,497 [Worker-243] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:53:21,497 [Worker-243] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/bridgeit/Vinay/WorkSpace/Authentication/Authentication/src/test/resources
2017-06-19 18:53:53,655 [Worker-244] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:53:53,656 [Worker-244] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-06-19 18:53:53,657 [Worker-244] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:53:53,657 [Worker-244] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/bridgeit/Vinay/WorkSpace/Authentication/Authentication/src/test/resources
2017-06-19 18:54:56,140 [Worker-242] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:54:56,141 [Worker-242] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2017-06-19 18:54:56,141 [Worker-242] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:54:56,142 [Worker-242] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/bridgeit/Vinay/WorkSpace/Authentication/Authentication/src/test/resources
2017-06-19 18:55:49,803 [Worker-240] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:55:49,803 [Worker-240] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-06-19 18:55:49,804 [Worker-240] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:55:49,804 [Worker-240] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/bridgeit/Vinay/WorkSpace/Authentication/Authentication/src/test/resources
2017-06-19 18:56:18,035 [Worker-242] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:56:18,035 [Worker-242] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-06-19 18:56:18,036 [Worker-242] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:56:18,036 [Worker-242] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/bridgeit/Vinay/WorkSpace/Authentication/Authentication/src/test/resources
2017-06-19 18:58:26,769 [Worker-243] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:58:26,770 [Worker-243] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-06-19 18:58:26,770 [Worker-243] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:58:26,770 [Worker-243] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/bridgeit/Vinay/WorkSpace/Authentication/Authentication/src/test/resources
2017-06-19 18:58:44,688 [Worker-243] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:58:44,688 [Worker-243] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 2 resources
2017-06-19 18:58:44,689 [Worker-243] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:58:44,690 [Worker-243] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/bridgeit/Vinay/WorkSpace/Authentication/Authentication/src/test/resources
2017-06-19 18:58:52,091 [Worker-243] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:58:52,091 [Worker-243] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2017-06-19 18:58:52,093 [Worker-243] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2017-06-19 18:58:52,093 [Worker-243] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/bridgeit/Vinay/WorkSpace/Authentication/Authentication/src/test/resources
